0	19
4	1
7	1
15	2
16	1
18	1
21	3
22	3
23	1
25	1
26	1
31	2
33	1
36	1
42	1
47	1
50	3
52	1
55	1
57	4
61	2
66	1
68	3
72	3
78	2
83	2
84	2
86	1
88	1
100	0
